Type                                  Module                      Label             Process   
trigger::TriggerFilterObjectWithRefs   "hltMR350Calo"              ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMR400Calo"              ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMR450Calo"              ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMhtFilter"              ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMonoPFJet165"           ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu12Photon25CaloIdLClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu12Photon25CaloIdLEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu12Photon25CaloIdLHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu12Photon25CaloIdLL1ISOClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu12Photon25CaloIdLL1ISOEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu12Photon25CaloIdLL1ISOHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu12Photon25CaloIdLL1ORClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu12Photon25CaloIdLL1OREtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu12Photon25CaloIdLL1ORHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu12TrkIsoVVLEle23CaloIdLTrackIdLIsoVLDZFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu12TrkIsoVVLEle23CaloIdLTrackIdLIsoVLElectronlegClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu12TrkIsoVVLEle23CaloIdLTrackIdLIsoVLElectronlegDetaFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu12TrkIsoVVLEle23CaloIdLTrackIdLIsoVLElectronlegDphiFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu12TrkIsoVVLEle23CaloIdLTrackIdLIsoVLElectronlegEcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu12TrkIsoVVLEle23CaloIdLTrackIdLIsoVLElectronlegEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu12TrkIsoVVLEle23CaloIdLTrackIdLIsoVLElectronlegHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu12TrkIsoVVLEle23CaloIdLTrackIdLIsoVLElectronlegHcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu12TrkIsoVVLEle23CaloIdLTrackIdLIsoVLElectronlegL1MatchFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu12TrkIsoVVLEle23CaloIdLTrackIdLIsoVLElectronlegOneOEMinusOneOPFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu12TrkIsoVVLEle23CaloIdLTrackIdLIsoVLElectronlegPixelMatchFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu12TrkIsoVVLEle23CaloIdLTrackIdLIsoVLElectronlegTrackIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu12TrkIsoVVLEle23CaloIdLTrackIdLIsoVLMuonlegL1Filtered0"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu12TrkIsoVVLEle23CaloIdLTrackIdLIsoVLMuonlegL2Filtered5"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu12TrkIsoVVLEle23CaloIdLTrackIdLIsoVLMuonlegL3Filtered12"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu12TrkIsoVVLEle23CaloIdLTrackIdLIsoVLMuonlegL3IsoFiltered12"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu17Photon30CaloIdLL1ISOORClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu17Photon30CaloIdLL1ISOOREtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu17Photon30CaloIdLL1ISOORHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu17Photon35CaloIdLL1ISOORClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu17Photon35CaloIdLL1ISOOREtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu17Photon35CaloIdLL1ISOORHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu17TrkIsoVVLEle12CaloIdLTrackIdLIsoVLElectronlegClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu17TrkIsoVVLEle12CaloIdLTrackIdLIsoVLElectronlegDetaFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu17TrkIsoVVLEle12CaloIdLTrackIdLIsoVLElectronlegDphiFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu17TrkIsoVVLEle12CaloIdLTrackIdLIsoVLElectronlegEcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu17TrkIsoVVLEle12CaloIdLTrackIdLIsoVLElectronlegEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu17TrkIsoVVLEle12CaloIdLTrackIdLIsoVLElectronlegHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu17TrkIsoVVLEle12CaloIdLTrackIdLIsoVLElectronlegHcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu17TrkIsoVVLEle12CaloIdLTrackIdLIsoVLElectronlegL1MatchFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu17TrkIsoVVLEle12CaloIdLTrackIdLIsoVLElectronlegOneOEMinusOneOPFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu17TrkIsoVVLEle12CaloIdLTrackIdLIsoVLElectronlegPixelMatchFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu17TrkIsoVVLEle12CaloIdLTrackIdLIsoVLElectronlegTrackIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu17TrkIsoVVLEle12CaloIdLTrackIdLIsoVLMuonlegL1Filtered0"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu17TrkIsoVVLEle12CaloIdLTrackIdLIsoVLMuonlegL2Filtered10"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu17TrkIsoVVLEle12CaloIdLTrackIdLIsoVLMuonlegL3Filtered17"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu17TrkIsoVVLEle12CaloIdLTrackIdLIsoVLMuonlegL3IsoFiltered17"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu23NoFiltersNoVtxPhoton23CaloIdLClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu23NoFiltersNoVtxPhoton23CaloIdLEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu23NoFiltersNoVtxPhoton23CaloIdLHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu23TrkIsoVVLEle12CaloIdLTrackIdLIsoVLDZFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu23TrkIsoVVLEle12CaloIdLTrackIdLIsoVLElectronlegClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu23TrkIsoVVLEle12CaloIdLTrackIdLIsoVLElectronlegDetaFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu23TrkIsoVVLEle12CaloIdLTrackIdLIsoVLElectronlegDphiFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu23TrkIsoVVLEle12CaloIdLTrackIdLIsoVLElectronlegEcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu23TrkIsoVVLEle12CaloIdLTrackIdLIsoVLElectronlegEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu23TrkIsoVVLEle12CaloIdLTrackIdLIsoVLElectronlegHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu23TrkIsoVVLEle12CaloIdLTrackIdLIsoVLElectronlegHcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu23TrkIsoVVLEle12CaloIdLTrackIdLIsoVLElectronlegL1MatchFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu23TrkIsoVVLEle12CaloIdLTrackIdLIsoVLElectronlegOneOEMinusOneOPFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu23TrkIsoVVLEle12CaloIdLTrackIdLIsoVLElectronlegPixelMatchFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu23TrkIsoVVLEle12CaloIdLTrackIdLIsoVLElectronlegTrackIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu23TrkIsoVVLEle12CaloIdLTrackIdLIsoVLMuonlegL1Filtered0"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu23TrkIsoVVLEle12CaloIdLTrackIdLIsoVLMuonlegL2Filtered10"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu23TrkIsoVVLEle12CaloIdLTrackIdLIsoVLMuonlegL3Filtered23"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu23TrkIsoVVLEle12CaloIdLTrackIdLIsoVLMuonlegL3IsoFiltered23"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu23TrkIsoVVLEle8CaloIdLTrackIdLIsoVLDZFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu23TrkIsoVVLEle8CaloIdLTrackIdLIsoVLElectronlegClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu23TrkIsoVVLEle8CaloIdLTrackIdLIsoVLElectronlegDetaFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu23TrkIsoVVLEle8CaloIdLTrackIdLIsoVLElectronlegDphiFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu23TrkIsoVVLEle8CaloIdLTrackIdLIsoVLElectronlegEcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu23TrkIsoVVLEle8CaloIdLTrackIdLIsoVLElectronlegEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu23TrkIsoVVLEle8CaloIdLTrackIdLIsoVLElectronlegHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu23TrkIsoVVLEle8CaloIdLTrackIdLIsoVLElectronlegHcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu23TrkIsoVVLEle8CaloIdLTrackIdLIsoVLElectronlegOneOEMinusOneOPFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu23TrkIsoVVLEle8CaloIdLTrackIdLIsoVLElectronlegPixelMatchFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu23TrkIsoVVLEle8CaloIdLTrackIdLIsoVLElectronlegTrackIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu23TrkIsoVVLEle8CaloIdLTrackIdLIsoVLMuonlegL1Filtered0"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu23TrkIsoVVLEle8CaloIdLTrackIdLIsoVLMuonlegL2Filtered10"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu23TrkIsoVVLEle8CaloIdLTrackIdLIsoVLMuonlegL3Filtered23"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu23TrkIsoVVLEle8CaloIdLTrackIdLIsoVLMuonlegL3IsoFiltered23"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu28NoFiltersNoVtxDisplacedPhoton28CaloIdLClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu28NoFiltersNoVtxDisplacedPhoton28CaloIdLEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu28NoFiltersNoVtxDisplacedPhoton28CaloIdLHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu30eta2p1CentralPFJet150MuCleaned"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu30eta2p1DiCentralPFJet50MuCleaned"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu33NoFiltersNoVtxDisplacedPhoton33CaloIdLClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu33NoFiltersNoVtxDisplacedPhoton33CaloIdLEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu33NoFiltersNoVtxDisplacedPhoton33CaloIdLHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu38NoFiltersNoVtxPhoton38CaloIdLClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu38NoFiltersNoVtxPhoton38CaloIdLEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu38NoFiltersNoVtxPhoton38CaloIdLHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu3PFJet40MuCleaned"    ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu40eta2p1CentralPFJet200MuCleaned"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu40eta2p1DiCentralPFJet50MuCleaned"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu42NoFiltersNoVtxPhoton42CaloIdLClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu42NoFiltersNoVtxPhoton42CaloIdLEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu42NoFiltersNoVtxPhoton42CaloIdLHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu6PFHT200PFMET100L2PreFiltered"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu6PFHT200PFMET100L3PreFiltered"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu6PFHT200PFMET100MuFiltered"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu7p5L2Mu2JpsiTrackMassFiltered"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu7p5L2Mu2UpsilonTrackMassFiltered"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu7p5Track2JpsiTrackMassFiltered"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu7p5Track2UpsilonTrackMassFiltered"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu7p5Track3p5JpsiTrackMassFiltered"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu7p5Track3p5UpsilonTrackMassFiltered"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu7p5Track7JpsiTrackMassFiltered"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu7p5Track7UpsilonTrackMassFiltered"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu8DiEle12CaloIdLTrackIdLElectronlegClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu8DiEle12CaloIdLTrackIdLElectronlegDetaFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu8DiEle12CaloIdLTrackIdLElectronlegDphiFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu8DiEle12CaloIdLTrackIdLElectronlegEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu8DiEle12CaloIdLTrackIdLElectronlegHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu8DiEle12CaloIdLTrackIdLElectronlegL1MatchFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu8DiEle12CaloIdLTrackIdLElectronlegOneOEMinusOneOPFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu8DiEle12CaloIdLTrackIdLElectronlegPixelMatchFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu8DiEle12CaloIdLTrackIdLMuonlegL1Filtered0"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu8DiEle12CaloIdLTrackIdLMuonlegL2Filtered5"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu8DiEle12CaloIdLTrackIdLMuonlegL3Filtered8"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu8Ele8CaloIdMClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu8Ele8CaloIdMGsfTrackIdMDetaFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu8Ele8CaloIdMGsfTrackIdMDphiFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu8Ele8CaloIdMGsfTrackIdMOneOEMinusOneOPFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu8Ele8CaloIdMPixelMatchFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu8Ele8EtFilter"        ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu8Ele8HEFilter"        ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu8TrkIsoVVLEle17CaloIdLTrackIdLIsoVLElectronlegClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu8TrkIsoVVLEle17CaloIdLTrackIdLIsoVLElectronlegDetaFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu8TrkIsoVVLEle17CaloIdLTrackIdLIsoVLElectronlegDphiFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu8TrkIsoVVLEle17CaloIdLTrackIdLIsoVLElectronlegEcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu8TrkIsoVVLEle17CaloIdLTrackIdLIsoVLElectronlegEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu8TrkIsoVVLEle17CaloIdLTrackIdLIsoVLElectronlegHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu8TrkIsoVVLEle17CaloIdLTrackIdLIsoVLElectronlegHcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu8TrkIsoVVLEle17CaloIdLTrackIdLIsoVLElectronlegL1MatchFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu8TrkIsoVVLEle17CaloIdLTrackIdLIsoVLElectronlegOneOEMinusOneOPFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu8TrkIsoVVLEle17CaloIdLTrackIdLIsoVLElectronlegPixelMatchFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu8TrkIsoVVLEle17CaloIdLTrackIdLIsoVLElectronlegTrackIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu8TrkIsoVVLEle17CaloIdLTrackIdLIsoVLMuonlegL1Filtered0"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu8TrkIsoVVLEle17CaloIdLTrackIdLIsoVLMuonlegL2Filtered5"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu8TrkIsoVVLEle17CaloIdLTrackIdLIsoVLMuonlegL3Filtered8"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu8TrkIsoVVLEle17CaloIdLTrackIdLIsoVLMuonlegL3IsoFiltered8"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu8TrkIsoVVLEle23CaloIdLTrackIdLIsoVLDZFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu8TrkIsoVVLEle23CaloIdLTrackIdLIsoVLElectronlegClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu8TrkIsoVVLEle23CaloIdLTrackIdLIsoVLElectronlegDetaFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu8TrkIsoVVLEle23CaloIdLTrackIdLIsoVLElectronlegDphiFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu8TrkIsoVVLEle23CaloIdLTrackIdLIsoVLElectronlegEcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu8TrkIsoVVLEle23CaloIdLTrackIdLIsoVLElectronlegEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu8TrkIsoVVLEle23CaloIdLTrackIdLIsoVLElectronlegHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu8TrkIsoVVLEle23CaloIdLTrackIdLIsoVLElectronlegHcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu8TrkIsoVVLEle23CaloIdLTrackIdLIsoVLElectronlegL1MatchFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu8TrkIsoVVLEle23CaloIdLTrackIdLIsoVLElectronlegOneOEMinusOneOPFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu8TrkIsoVVLEle23CaloIdLTrackIdLIsoVLElectronlegPixelMatchFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu8TrkIsoVVLEle23CaloIdLTrackIdLIsoVLElectronlegTrackIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltMu8TrkIsoVVLEle23CaloIdLTrackIdLIsoVLMuonlegL1Filtered0"   ""                "HLT"     
